x_lambert,y_lambert,nfi_plot,loc_id,meas_date,meas_num,plot_completion,incomp_reason,province,ecozone,prov_eco_type,prov_eco_ref,utm_zone,slope,aspect,elevation,land_base,land_cover,land_pos,plotvol_falllive,veg_type,density_cl,stand_stru,succ_stage,wetland_class,user_info,ec_region,ec_district,plotvol_standlive,plotvol_standdead,plotvol_smtr_live,plotvol_smtr_dead,grossvol_incr,grossvol_mai,plotvol_stump,plotbio_stump,plotbio_smstump,plotbio_lgtr_live,plotbio_lgtr_dead,plotbio_smtr_live,plotbio_smtr_dead,plotbio_lgshrub_live,plotbio_lgshrub_dead,plotvol_oddwd,plotbio_smshrub,plotbio_herb,plotbio_bryo,plotbio_fwd,plotvol_swd,plotbio_swd,plotvol_cwd,plotbio_cwd,plotvol_roundwd,plotbio_roundwd,plotbio_oddwd,sample_depth_min,sample_depth_org,cc_for_floor_8mm,cc_for_floor_total,cc_min0_15,cc_min15_35,cc_min35_55,cc_organic0_15_8mm,cc_organic0_15_total,cc_organic15_35_8mm,cc_organic15_35_total,cc_organic35_55_8mm,cc_organic35_55_total,avg_org_carb,avg_bulk_density_org,ECOPROVINC,ECOZONE_2,ZONE_NAME
5453797.44,2126006.906,1225201,0,2003-SEP-26,0,N,NR,SK,9,NA,-1,13,2,999,350,V,T,U,0,TC,DE,SNGL,MS,U,NA,148,662,104.01,2.15,13.32,5.25,NA,1.77,0.26,0.09,NA,59.83,1.17,7.84,2.88,NA,NA,0,0.64,0.03,1.75,0.58,9.32,2.91,13.37,2.09,13.37,2.09,0,55,NA,16.5,NA,15,5.8,1.8,NA,NA,NA,NA,NA,NA,211,0.27,9.3,9,Boreal PLain
5453805.394,2126228.937,1225201,0,2009-AUG-30,1,N,NR,SK,9,na,-1,13,2,999,355,V,T,U,0,TC,DE,SNGL,MS,N,-1,NA,NA,128.05,3.99,5.66,8.52,NA,2,0.42,0.14,NA,73.62,2.18,3.34,4.47,NA,NA,0,0.66,0.02,0.88,3.49,6.3,2.43,8.82,2.2,8.82,2.2,0,NA,NA,6.3,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.62,0.14,9.3,9,Boreal PLain
5415807.62,2057035.296,1252721,0,2003-SEP-24,0,N,NR,SK,9,NA,-1,13,0,999,437,V,T,U,0,TM,OP,MULT,TS,U,NA,148,662,119.71,7.34,20.78,16.18,NA,1.17,NA,NA,NA,70.77,4,14.09,9.15,NA,NA,0,0,0,0.7,1.39,16.78,5.23,0,0,0,0,0,15,NA,38.4,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,482.25,0.08,9.3,9,Boreal PLain
5415817.416,2057256.37,1252721,0,2009-AUG-30,1,N,NR,SK,9,na,-1,13,0,999,429,V,T,U,0,TC,DE,MULT,MS,N,-1,NA,NA,250.98,19.72,18.8,4.74,NA,2.55,NA,NA,NA,146.86,11.01,14.16,2.96,NA,NA,0,0.04,0.04,0.53,1.62,18.51,5.77,0,0,0,0,0,NA,NA,33.2,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.4,0.09,9.3,9,Boreal PLain
5415817.416,2057256.37,1252721,0,2018-JUL-24,2,F,NA,SK,9,NA,-1,13,2,999,429,V,T,U,0,TM,SP,SNGL,ES,N,Burned 100% in 2016.,NA,NA,0,215.1,0,0.98,NA,NA,0.44,0.14,0,0,105.99,0,0.53,0,0,0,0.88,1.29,7.81,0.98,16.85,6.3,40.42,15.72,40.42,15.72,0,15,NA,21.5,23.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,392.78,0.13,9.3,9,Boreal PLain
5698715.639,2081841.153,1197741,0,2003-JUN-17,0,N,NR,MB,9,V20,-1,14,0,999,249,V,T,W,0,TC,DE,SNGL,LS,U,NA,148,665,112,3.59,24.72,5.69,NA,1.48,6.2,1.91,NA,72.43,2.18,21.91,4.39,NA,NA,0,0.15,0.15,1.95,1.05,6.36,2.57,3.66,1.03,3.66,1.03,0,NA,NA,193.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.5,0.1,9.3,9,Boreal PLain
5698714.885,2081843.216,1197741,0,2016-AUG-24,1,F,NA,MB,6,TAMARACK /LABRADOR TEA,20,14,0,999,280,V,T,W,0,TC,DE,SNGL,LS,B,NA,NA,NA,167.42,6.95,19.31,6.1,NA,1.76,1.16,0.42,0,111.62,4.19,19.29,5.85,0,0,0,0.61,0.23,0.73,0.13,4.14,1.17,0,0,0,0,0,NA,15,NA,NA,NA,NA,NA,10.2,11.1,NA,NA,NA,NA,484.18,0.02,9.3,9,Boreal PLain
5716003.96,2072461.638,1197746,0,2003-JUN-22,0,N,NR,MB,9,V31,-1,14,0,999,264,V,T,W,0,TC,OP,SNGL,LS,U,Usedpigtailpininsteadofplotcentrepostin2003.Pleasebringplotcentreplotforfirstremeasurement.,148,663,35.12,1.27,27.58,2.81,NA,0.32,8.46,2.8,NA,26.34,0.78,31.62,2.71,NA,NA,0,2.08,0.03,2.95,0.7,11.48,3.78,1.84,0.46,1.84,0.46,0,NA,25,NA,NA,NA,NA,NA,39.4,NA,36.7,NA,NA,NA,523.93,0.06,9.3,9,Boreal PLain
5733315.976,2063084.893,1197751,0,2003-JUN-23,0,N,NR,MB,9,V33,-1,14,0,999,222,V,T,W,0,TC,SP,SNGL,LS,U,204couldonlygettowithin800mofplot.UseJetrangertogetcloser.,148,663,2.82,6.63,0,20.27,NA,0.12,10.1,2.65,NA,2.12,3.06,0,13.27,NA,NA,0,0.53,0.45,2.05,0.08,5.12,1.45,8.11,2.44,8.11,2.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,9,Boreal PLain
5733320.969,2063085.318,1197751,0,2016-AUG-12,1,F,NA,MB,9,BLACK SPRUCE/SPHAGNUM,33,14,0,999,259,V,T,W,0,TC,SP,SNGL,LS,B,NA,NA,NA,3.3,1.75,0.03,10.67,NA,0.05,2.6,0.4,0.23,2.42,0.71,0.09,6.65,0,0,0,1.8,0.17,1.62,0.08,3.64,1.06,4.51,1.31,4.51,1.31,0,NA,35,NA,NA,NA,NA,NA,11.2,14,13.3,16.7,NA,NA,475.63,0.02,9.3,9,Boreal PLain
5689318.587,2064534.204,1204621,0,2003-JUN-21,0,N,NR,MB,9,V33,-1,14,0,999,268,V,T,W,0,TC,OP,COMP,TS,U,Standfallswithinnonproductiveland.Allltamarackinplotaredead.Treesinlargeplotareveryold-greaterthan100years.Uselabages-fieldagesareestimatedduetosupression.,148,665,3.65,0.81,10.95,4.89,NA,0.03,1.34,0.35,NA,2.96,0.58,16.12,2.97,NA,NA,0,3.08,0.2,4,0.33,2.9,0.99,5.11,1.58,5.11,1.58,0,NA,27.3,NA,NA,NA,NA,NA,14.9,NA,30.1,NA,NA,NA,493.13,0.03,9.3,9,Boreal PLain
5628047.323,2075472.612,1211486,0,2003-AUG-28,0,N,NR,MB,9,V30,-1,14,0,999,309,V,T,W,0,TC,SP,SNGL,TS,U,Fieldagesareestimatedduetoringsupression-uselabages.,148,665,37.17,6.46,12.04,3.55,NA,0.21,4.54,1.5,NA,26.91,3.83,12.28,2.66,NA,NA,0,1.3,0.35,4.13,0.5,6.36,2.38,7.39,2.71,7.39,2.71,0,NA,48,NA,NA,NA,NA,NA,68.7,NA,69.2,NA,12.7,NA,451.5,0.08,9.3,9,Boreal PLain
5714554.061,2028462.791,1211511,0,2004-JUN-13,0,N,NR,MB,9,V30,-1,14,0,999,224,V,T,W,0,TC,DE,SNGL,LS,U,NA,148,663,2.28,0,36.36,0.22,NA,0.04,NA,NA,NA,1.95,0,48.18,0.25,NA,NA,0,NA,NA,2.33,NA,17.04,4.02,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,9,Boreal PLain
5714552.217,2028463.99,1211511,0,2016-AUG-09,1,F,NA,MB,9,BLACK SPRUCE/LABRADOR TEA/FEATHER MOSS,30,14,0,999,250,V,T,W,0,TC,DE,SNGL,LS,N,NA,NA,NA,6.46,0,31.49,0.92,NA,0.09,NA,NA,1.65,5.15,0,43.86,0.91,0,0,0,1.95,0.19,2.09,0.13,11.67,4.53,0,0,0,0,0,30,NA,67.6,71.7,120,118.1,NA,NA,NA,NA,NA,NA,NA,454.8,0.08,9.3,9,Boreal PLain
5653220.344,2039345.004,1218376,0,2003-AUG-28,0,N,NR,MB,9,V30,-1,14,0,999,250,V,T,W,0,TC,DE,SNGL,LS,U,Fivepersoncrew.,148,665,73.29,7.29,14.47,8.07,NA,0.75,3.98,1.26,NA,48.7,3.92,12.35,5.32,NA,NA,0,1.45,0.05,3.3,1.28,2.22,0.74,1.98,0.5,1.98,0.5,0,NA,NA,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,0.02,9.3,9,Boreal PLain
5653225.341,2039345.42,1218376,0,2016-AUG-10,1,F,NA,MB,9,BLACK SPRUCE/LABRADOR TEA/FEATHER MOSS,30,14,0,999,268,V,T,W,0,TC,DE,SNGL,LS,B,NA,NA,NA,95.46,7.17,11.8,8.31,NA,0.83,NA,NA,0,62.11,3.73,9.88,6.19,0,0,0,2.36,0.07,1.65,0.23,7.23,2.46,5.54,1.92,5.54,1.92,0,NA,15,NA,NA,NA,NA,NA,22.6,23.8,NA,NA,NA,NA,519.85,0.03,9.3,9,Boreal PLain
5722488.986,2001740.63,1218396,0,2004-JUN-09,0,N,NR,MB,9,V18,-1,14,2,999,239,V,T,U,0,TC,OP,SNGL,LS,U,Overcast.Lotsorbearscatatcanoelanding.Activebearbaitatcanoe/quadswitcharea-huntersinlateafternoon.Anumberoftreeswerecutfromplot-lookslikeacamparearatherthatforcommercialuse.Stumps#4-10werecuttrees.,148,666,240.52,19.72,7.72,0.58,NA,3.1,10.28,3.4,NA,135.69,10.35,5.97,0.51,NA,NA,4.22,NA,NA,1.43,NA,19.01,7.33,46.27,19.21,42.05,18.14,1.07,35,NA,50.6,NA,34.9,44.4,NA,NA,NA,NA,NA,NA,NA,436.88,0.07,9.3,9,Boreal PLain
5722490.517,2001745.409,1218396,0,2017-SEP-08,1,F,NA,MB,9,BLACK SPRUCE MIXEDWOOD/FEATHER MOSS,18,14,12,194,-1,V,T,U,0,TC,OP,SNGL,UR,N,NA,NA,NA,266.32,17.37,0,0,NA,2.87,5.66,2.32,0,147.31,9.67,0,0,0,0,0,0.18,0.08,0.91,1.36,15.81,5.92,42.36,12.88,42.36,12.88,0,10,NA,43.3,51.3,39.4,NA,NA,NA,NA,NA,NA,NA,NA,470.5,0.07,9.3,9,Boreal PLain
5591901.786,2050333.029,1225241,0,2003-JUN-20,0,N,NR,MB,9,V17,-1,14,0,999,258,V,T,U,0,TM,OP,SNGL,LS,U,ResidualPicemarinquadrants1and4notharvested.Quadrants2and3arepredominatelyPoputreandPicemarregenfromharvest.AverageageofPicemarregenis13years.MP1fallsonlogingroadallowance.,148,664,56.8,16.27,15.52,0.04,NA,1.28,11.8,3.29,NA,36.34,10.66,18.78,0.05,NA,NA,8.45,1,0.38,1.15,1.23,15.18,5.15,39.48,11.13,31.03,8.99,2.14,55,NA,20.8,NA,36.4,11.6,42.8,NA,NA,NA,NA,NA,NA,420.25,0.07,9.3,9,Boreal PLain
5591901.104,2050327.17,1225241,0,2013-JUN-19,1,F,NA,MB,9,NA,-1,14,0,999,281,V,T,U,0,TM,DE,MULT,LS,N,NA,NA,NA,89.1,1.71,18.51,0.16,NA,1.54,0.1,0.04,0,55.99,0.83,18.79,0.23,0.06,0,0,0.41,0.43,0.52,0.4,12.41,3.2,34.96,8.23,34.96,8.23,0,15,NA,15.5,27.6,50.2,NA,NA,NA,NA,NA,NA,NA,NA,363.6,0.08,9.3,9,Boreal PLain
5607638.208,1996852.665,1239011,0,2003-AUG-30,0,N,NR,MB,9,V1,-1,14,0,999,210,V,T,U,0,TB,DE,SNGL,LS,U,Greatdealofdifficultyaquiringsatallites.Accuracynobetterthan1to2m.Tocollectmicroplotpoints,148,668,156.11,10.72,0.64,0.05,NA,2.42,23.88,7.47,NA,83.87,5.06,0.62,0.07,NA,NA,13.6,0.38,0.08,NA,1.08,13.76,4.15,72.42,16.05,58.82,14.02,2.03,55,NA,22.4,NA,54.9,21.6,76.2,NA,NA,NA,NA,NA,NA,475.25,0.09,9.3,9,Boreal PLain
5607642.264,1996904.72,1239011,0,2013-SEP-05,1,F,NA,MB,9,NA,-1,14,0,999,261,V,T,U,0,TB,DE,COMP,TS,N,NA,NA,NA,189.47,23.52,2.73,0,NA,2.88,0.36,0.03,0,102.29,11.97,2.47,0,4.1,0.18,0,0.41,0.09,0.03,1.28,25.31,7.21,54.68,20.21,54.68,20.21,0,15,NA,43.5,48.6,37.8,NA,NA,NA,NA,NA,NA,NA,NA,416.04,0.12,9.3,9,Boreal PLain
5563565.149,1998426.757,1245881,0,2003-AUG-29,0,N,NR,MB,9,V5,-1,14,0,999,273,V,T,U,0.34,TB,OP,SNGL,LS,U,AccesstoplotcaneasilybeATV.Seecommunitypasturemanagerfordirections.Waypointsavail.forturnpointsonGPS.Significantunderstoryofspruceaspeninplot,148,669,125.99,9.98,5.09,0.83,NA,1.79,35.56,8.46,NA,79.54,5.45,5.05,0.99,NA,NA,0,0.93,0.28,NA,1.5,35.39,8.71,52.76,12.63,52.76,12.63,0,55,NA,32,NA,28.6,118.4,141.8,NA,NA,NA,NA,NA,NA,427.25,0.1,9.3,9,Boreal PLain
5563565.149,1998426.757,1245881,0,2012-AUG-28,1,F,NA,MB,9,NA,1,14,0,999,273,V,T,U,0,TB,OP,SNGL,LS,N,NA,NA,NA,151.78,4.54,5.13,0.04,NA,1.84,3.06,0.38,0,97.19,2.7,5.59,0.07,1.87,0.37,0,0.95,0.17,0.08,1.13,8.33,1.27,56.1,14.53,56.1,14.53,0,12.2,NA,51.3,54.6,23.2,NA,NA,NA,NA,NA,NA,NA,NA,445.13,0.11,9.3,9,Boreal PLain
5554090.696,1981120.984,1252761,0,2004-SEP-26,0,N,NR,SK,9,NA,-1,14,0,999,266,V,T,W,0,TC,OP,COMP,OG,U,NA,148,669,23.3,6.83,31.82,3.68,NA,0.13,0.44,0.14,NA,18.04,4.56,32.49,2.29,NA,NA,0,0.98,0.39,1.84,0.3,7.1,2.35,5.99,2.11,5.99,2.11,0,NA,15,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,477.6,0.02,9.3,9,Boreal PLain
5606072.812,1952754.592,1252776,0,2003-AUG-26,0,N,NR,MB,9,V32,-1,14,0,999,288,V,T,W,0,TC,SP,SNGL,TS,U,Encounteredrockysoilmajorityoftimesalongsurfacesubstrate-claytextureonlyfoundtwice.,148,668,2.15,0.49,9.9,0.07,NA,0.02,0.38,0.1,NA,1.89,0.36,15.55,0.11,NA,NA,0,1.88,NA,4.43,0.65,0,0,0,0,0,0,0,15,NA,332.4,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,458.25,0.2,9.3,9,Boreal PLain
5606072.812,1952754.592,1252776,0,2018-AUG-22,1,P,OT,MB,9,BLACK SPRUCE/HERB POOR/SPHAGNUM,32,14,0,999,288,V,T,W,0,TC,SP,SNGL,TS,B,Unable to core new site trees as incorrect gps coordinates cause delays,NA,NA,2.1,0.3,9.72,0,NA,0.02,NA,NA,0,1.62,0.18,16.46,0,0.73,0.22,0,1.7,0.19,2.73,0.03,0.25,0.09,0,0,0,0,0,NA,35,NA,NA,NA,NA,NA,13.5,13.5,19.5,19.5,NA,NA,487.99,0.02,9.3,9,Boreal PLain
5561954.681,1954335.629,1259646,0,2003-AUG-27,0,N,NR,MB,9,V33,-1,14,0,999,302,V,T,W,0,TC,SP,SNGL,MS,U,Alltreesweresuppressedduetosite,148,672,5.29,0,11.34,0.05,NA,0.05,NA,NA,NA,4.4,0,16.44,0.06,NA,NA,0,5.48,0.18,4.25,0.3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,9,Boreal PLain
5561956.639,1954335.399,1259646,0,2013-SEP-04,1,F,NA,MB,9,NA,-1,14,0,999,307,V,T,W,0,TC,DE,COMP,MS,B,NA,NA,NA,6.39,0,15.59,0.28,NA,0.06,NA,NA,0,4.95,0,20.85,0.28,0,0,0,3.09,0.07,2.78,0.19,0,0,0,0,0,0,0,NA,35,NA,NA,NA,NA,NA,NA,NA,42.7,45.7,NA,NA,275.24,0.03,9.3,9,Boreal PLain
5613965.009,1925963.836,1259661,0,2003-AUG-27,0,N,NR,MB,9,V33,-1,14,0,999,261,V,T,W,0,TC,DE,SNGL,LS,U,NA,148,672,7.7,1.61,20.01,5.87,NA,0.09,0.26,0.07,NA,6.17,0.77,25.69,4.36,NA,NA,0,2.4,0.03,5.28,0.18,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,9,Boreal PLain
5613965.009,1925963.836,1259661,0,2008-AUG-19,1,F,NA,MB,9,NA,-1,14,0,999,261,V,T,W,0,TC,DE,SNGL,LS,N,NA,NA,NA,9.63,1.16,17.69,2.88,NA,0.1,NA,NA,NA,7.55,0.52,22.1,2.02,0.05,0,0,0.01,0,0.05,0,0,0,0,0,0,0,0,NA,35,NA,NA,NA,NA,NA,18.5,18.7,42.6,43.8,NA,NA,446.87,0.04,9.3,9,Boreal PLain
5613966.968,1925963.609,1259661,0,2018-AUG-23,2,F,NA,MB,6,BLACK SPRUCE/SPHAGNUM,33,14,0,999,261,V,T,W,0,TC,DE,SNGL,LS,U,NA,NA,NA,11.32,1.65,28.41,3.37,NA,0.11,NA,NA,0,9.65,1.29,40.04,3.11,0,0,0,1.4,0.07,2.45,0.05,0,0,0,0,0,0,0,NA,35,NA,NA,NA,NA,NA,8.2,8.2,32.2,32.2,NA,NA,493.12,0.02,9.3,9,Boreal PLain
5787758.459,1831794.88,1259711,0,2003-JUL-19,0,N,NR,MB,9,V33,-1,14,0,999,181,V,T,W,0,TC,SP,MULT,TS,U,Verywetsite,148,676,4.24,1.04,4.96,0.23,NA,0.06,NA,NA,NA,3.98,0.9,5.78,0.21,NA,NA,0,4.48,0.18,2.55,0.18,0,0,0,0,0,0,0,NA,15,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,470,0.04,9.3,9,Boreal PLain
5787762.174,1831783.53,1259711,0,2009-JUL-08,1,F,NA,MB,9,NA,-1,14,0,999,216,V,T,W,0,TC,SP,MULT,LS,B,NA,NA,NA,5.23,1.04,7.32,0,NA,0.07,NA,NA,0,4.78,0.75,8.25,0,0,0,0,0.03,0,0.03,0,0.99,0.28,0,0,0,0,0,NA,35,NA,NA,NA,NA,NA,3.6,4,11.2,11.5,NA,NA,453.11,0.01,9.3,9,Boreal PLain
5621868.436,1899167.871,1266546,0,2003-JUL-29,0,N,NR,MB,9,V31,-1,14,0,999,227,V,T,W,0,TC,OP,SNGL,LS,U,4peopleestablishDawsonBayplot.80treesintotal-however,148,674,109.8,10.55,9.73,0,NA,0.78,11.78,3.88,NA,68.23,5.61,10.15,0,NA,NA,0,1.68,0.13,2.33,0.4,1.48,0.61,5.49,1.68,5.49,1.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,9,Boreal PLain
5621868.436,1899167.871,1266546,0,2008-AUG-09,1,F,NA,MB,9,NA,-1,14,0,999,227,V,T,U,0,TC,DE,SNGL,TS,N,NA,NA,NA,122.47,0,5.33,0,NA,0.77,0.7,0.13,NA,73.92,0,6.32,0,0,0,0,0.01,0,0.01,0,2.66,0.53,4.13,0.56,4.13,0.56,0,NA,35,NA,NA,NA,NA,NA,11.5,12.6,36.9,38.3,NA,NA,411.44,0.04,9.3,9,Boreal PLain
5621868.436,1899167.871,1266546,0,2018-AUG-21,2,F,NA,MB,6,BLACK SPRUCE/HERB RICH/SPHAGNUM(FEATHERMOSS),31,14,0,999,227,V,T,U,1.13,TC,DE,SNGL,TS,N,NA,NA,NA,135.08,4.89,7.14,0,NA,0.83,NA,NA,0,85.05,2.69,8.63,0,0,0,0,0.99,0.2,2.64,0.14,3.64,1.51,11.85,4.68,11.85,4.68,0,NA,35,NA,NA,NA,NA,NA,16.2,16.8,51.1,51.9,NA,NA,453.68,0.04,9.3,9,Boreal PLain
5595056.184,1891262.369,1273421,0,2003-JUN-09,0,N,NR,MB,9,V13,-1,14,0,999,250,V,T,U,0,TM,OP,SNGL,ES,U,PlotcentreisinaclearingsurroundedbyPiceglastandstotheNE-coniferwixedwoodtotheSW/NW-andhardwoodstotheSE.Extravegandcanopyphotostaken.Onetreeagedwithslightinsectdmg-unavoidableuponestablishment.,155,717,30.8,2.13,1.06,0,NA,0.73,NA,NA,NA,25.15,1.69,2.01,0,NA,NA,0,1.95,0.25,0.2,1.93,18.27,4.65,7.6,1.81,7.6,1.81,0,50,NA,17,NA,132.1,167.3,102,NA,NA,NA,NA,NA,NA,390.75,0.13,9.3,9,Boreal PLain
5595056.184,1891262.369,1273421,0,2008-JUN-18,1,F,NA,MB,9,NA,-1,14,0,999,250,V,T,U,0,TM,OP,SNGL,ES,N,NA,NA,NA,36.12,4.83,1.27,0,NA,0.68,NA,NA,NA,27.52,3.54,2.13,0,0.06,0,5.95,0.05,0,0,0.01,26.24,5.05,13.72,3.35,7.77,2.21,1.14,NA,NA,7.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.75,0.07,9.3,9,Boreal PLain
5595056.184,1891262.369,1273421,0,2018-JUL-31,2,P,OT,MB,6,TREMBLING ASPEN MIXEDWOOD/LOW SHRUB,9,14,0,999,250,V,T,U,0,TM,OP,SNGL,ES,N,Unable to obtain microplot2 clippings and FF -soil sample due to ant hill. Mineral soil Mp3 - unable to achieve 15cm depth due to large boulder and Mp2 - unable to obtain due to ants,NA,NA,55.46,4.14,1.01,0,NA,0.85,NA,NA,0,38.45,2.58,1.33,0,0.11,0,0,1.14,0.31,1.26,0.3,11.18,3.56,14.12,4.04,14.12,4.04,0,15,NA,14.9,17.1,26.6,NA,NA,NA,NA,NA,NA,NA,NA,397.67,0.06,9.3,9,Boreal PLain
5699320.412,1834600.582,1273451,0,2003-AUG-12,0,N,NR,MB,9,V16,-1,14,0,999,262,V,T,U,0,TC,OP,SNGL,MS,U,AlltreesagedhaveWGR,155,718,36.7,0.9,0,0,NA,0.77,0.62,0.16,NA,21.04,0.43,0,0,NA,NA,0,0.9,0.33,1,0.73,10.68,3.07,8.16,2.29,8.16,2.29,0,55,NA,NA,NA,56.6,113.9,120.1,NA,NA,NA,NA,NA,NA,NA,NA,9.3,9,Boreal PLain
5699322.71,1834603.307,1273451,0,2009-AUG-09,1,F,NA,MB,9,NA,-1,14,0,999,262,V,T,U,2.04,TC,OP,SNGL,MS,N,NA,NA,NA,41.89,3.59,0,0,NA,0.86,NA,NA,0,25.19,1.81,0,0,0,0,0,0.02,0,0.02,0.01,5.62,1.71,3.87,1.49,3.87,1.49,0,NA,NA,5.3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.15,0.16,9.3,9,Boreal PLain
5751543.462,1806347.76,1273466,0,2003-AUG-14,0,N,NR,MB,9,V31,-1,14,0,999,234,V,T,W,0,TC,SP,SNGL,OG,U,Wetsite,148,676,4.19,0,14.73,0,NA,0.03,NA,NA,NA,3.86,0,20.01,0,NA,NA,0,1.4,0.33,2.48,NA,0.99,0.28,0,0,0,0,0,NA,30,NA,NA,NA,NA,NA,21.6,NA,30.1,NA,NA,NA,425.91,0.05,9.3,9,Boreal PLain
5751546.521,1806348.413,1273466,0,2014-AUG-19,1,F,NA,MB,9,NA,-1,14,0,999,234,V,T,W,0,TC,OP,SNGL,OG,B,PLOT UTMS WRONG IN 2003,NA,NA,5.29,0,14.9,0.56,NA,0.04,NA,NA,0.09,4.76,0,24.2,0.54,0.1,0.04,0,1.42,0.51,2.4,0.11,2.41,0.45,0,0,0,0,0,NA,35,NA,NA,NA,NA,NA,15.9,16.8,34.8,36,NA,NA,466.19,0.03,9.3,9,Boreal PLain
5829335.618,1741915.546,1280371,0,2003-JUL-21,0,N,NR,MB,9,V5,-1,14,0,999,226,V,T,U,0,TB,DE,SNGL,ES,U,NA,148,676,1.06,20.89,23.94,0.42,NA,1.05,49.48,15.51,NA,0.79,12.16,24.19,0.61,NA,NA,0,0.45,0.2,0.03,1.53,10.49,2.58,112.84,26.81,112.84,26.81,0,55,NA,27.8,NA,64.2,18.8,14.1,NA,NA,NA,NA,NA,NA,465,0.09,9.3,9,Boreal PLain
5829341.079,1741919.933,1280371,0,2014-JUL-22,1,F,NA,MB,9,NA,-1,14,0,999,234,V,T,U,0,TB,DE,SNGL,ES,N,STAND IS FIRE ORIGINATED,NA,NA,57.13,3.14,51.15,2.35,NA,1.94,0.34,0.07,0.14,33.09,1.99,43.69,2.62,5.98,0.21,0,0.55,0.18,0.05,0.93,20.49,8.38,108.46,17.08,108.46,17.08,0,15,NA,20.6,28.3,28.8,NA,NA,NA,NA,NA,NA,NA,NA,382.3,0.11,9.3,9,Boreal PLain
5819940.619,1724454.711,1287251,0,2003-JUL-15,0,N,NR,MB,9,V17,-1,14,0,999,217,V,T,U,0,TM,SP,COMP,ES,U,Areasurroundingplotisaffectedbyfiredisturbanceby15percent.AddedPinubantoecoplotlistduetopresenceinsitepictures.,155,724,9.17,17.73,20.6,0,NA,0.66,32.16,8.76,NA,6.68,12.06,24.02,0,NA,NA,0,0.93,0.25,0.13,1.53,22.96,5.48,52.74,11.64,52.74,11.64,0,55,NA,124.4,NA,101.3,14.6,22.2,NA,NA,NA,NA,NA,NA,461.5,0.12,9.3,9,Boreal PLain
5819940.942,1724457.667,1287251,0,2009-JUL-11,1,F,NA,MB,9,NA,-1,14,0,999,220,V,T,U,0,TM,OP,COMP,MS,N,15 % of the plot experienced fire in 1989.,NA,NA,30.44,6.17,9.49,0.01,NA,0.78,5.06,0.78,0,22.05,2.81,11.27,0.01,0,0.05,8.74,0.01,0,0,0.01,16.79,4.1,24.5,4.56,15.76,3.4,1.16,NA,NA,63.1,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.53,0.07,9.3,9,Boreal PLain
5837408.795,1715059.675,1287256,0,2003-AUG-31,0,N,NR,MB,9,V13,-1,14,0,999,300,V,T,U,0,TC,DE,SNGL,LS,U,Approx.30%oftheplotismeadow.,148,677,90.4,10.07,0,0,NA,2.79,13.7,4.75,NA,73.97,9.15,0,0,NA,NA,5,0.3,0.43,0.03,0.33,5.43,2,54.82,11.84,49.82,11.08,0.76,55,NA,59.5,NA,52.3,102.5,184.1,NA,NA,NA,NA,NA,NA,469.25,0.07,9.3,9,Boreal PLain
5837411.773,1715050.376,1287256,0,2014-AUG-20,1,F,NA,MB,9,NA,-1,14,0,999,225,V,T,U,0,TC,DE,SNGL,MS,N,NA,NA,NA,156.8,8.76,2.04,0,NA,3.45,NA,NA,0.03,104.76,7.66,2.33,0,0,0,0,0.25,0.47,0.08,0.8,5.56,1.91,12.4,2.53,12.4,2.53,0,15,NA,93.5,96.4,75.4,NA,NA,NA,NA,NA,NA,NA,NA,425.53,0.11,9.3,9,Boreal PLain
5618797.605,1810747.992,1294076,0,2003-JUL-29,0,N,NR,MB,9,V20,-1,14,0,999,322,V,T,W,0,TC,SP,SNGL,MS,U,NA,155,717,8.59,0,0,0,NA,0.23,NA,NA,NA,5.67,0,0,0,NA,NA,0,4.45,1.23,1.08,0.13,0.25,0.08,0,0,0,0,0,15,NA,31.4,NA,52.2,NA,NA,NA,NA,NA,NA,NA,NA,317.5,0.08,9.3,9,Boreal PLain
