nfi_plot,loc_id,VARIABLE,ZERO_CHECK,YEAR_X0,YEAR_X1,YEAR_X2,VALUE_X0,VALUE_X1,VALUE_X2
1183821,0,For Floor Total,NA,2004,2014,NA,NA,48.1,NA
1190646,0,Stump,NA,2008,NA,NA,NA,NA,NA
1190646,0,Sm Stump,NA,2008,NA,NA,NA,NA,NA
1190646,0,Lg Live Tree,NA,2008,NA,NA,22.46,NA,NA
1190646,0,Lg Dead Tree,NA,2008,NA,NA,2.81,NA,NA
1190646,0,Sm Live Tree,NA,2008,NA,NA,4.49,NA,NA
1190646,0,Sm Dead Tree,NA,2008,NA,NA,1.6,NA,NA
1190646,0,Lg Live Shrub,NA,2008,NA,NA,NA,NA,NA
1190646,0,Lg Dead Shrub,NA,2008,NA,NA,NA,NA,NA
1190646,0,Sm Shrub,NA,2008,NA,NA,NA,NA,NA
1190646,0,Herbs,NA,2008,NA,NA,NA,NA,NA
1190646,0,Bryophytes,NA,2008,NA,NA,NA,NA,NA
1190646,0,Fine WD,NA,2008,NA,NA,NA,NA,NA
1190646,0,Sm WD,NA,2008,NA,NA,1.02,NA,NA
1190646,0,Coarse WD,NA,2008,NA,NA,0.76,NA,NA
1190646,0,Round WD,NA,2008,NA,NA,0.76,NA,NA
1190646,0,Odd WD,NA,2008,NA,NA,0,NA,NA
1190646,0,Forest Floor 8mm,NA,2008,NA,NA,NA,NA,NA
1190646,0,For Floor Total,NA,2008,NA,NA,NA,NA,NA
1190661,0,Stump,NA,2006,NA,NA,0.16,NA,NA
1190661,0,Sm Stump,NA,2006,NA,NA,NA,NA,NA
1190661,0,Lg Live Tree,NA,2006,NA,NA,28.27,NA,NA
1190661,0,Lg Dead Tree,NA,2006,NA,NA,0,NA,NA
1190661,0,Sm Live Tree,NA,2006,NA,NA,164.33,NA,NA
1190661,0,Sm Dead Tree,NA,2006,NA,NA,7.39,NA,NA
1190661,0,Lg Live Shrub,NA,2006,NA,NA,NA,NA,NA
1190661,0,Lg Dead Shrub,NA,2006,NA,NA,NA,NA,NA
1190661,0,Sm Shrub,NA,2006,NA,NA,2.28,NA,NA
1190661,0,Herbs,NA,2006,NA,NA,0,NA,NA
1190661,0,Bryophytes,NA,2006,NA,NA,5.75,NA,NA
1190661,0,Fine WD,NA,2006,NA,NA,0.26,NA,NA
1190661,0,Sm WD,NA,2006,NA,NA,0.21,NA,NA
1190661,0,Coarse WD,NA,2006,NA,NA,0,NA,NA
1190661,0,Round WD,NA,2006,NA,NA,0,NA,NA
1190661,0,Odd WD,NA,2006,NA,NA,0,NA,NA
1190661,0,Forest Floor 8mm,NA,2006,NA,NA,NA,NA,NA
1190661,0,For Floor Total,NA,2006,NA,NA,NA,NA,NA
1190661,1,Stump,NA,2012,NA,NA,NA,NA,NA
1190661,1,Sm Stump,NA,2012,NA,NA,NA,NA,NA
1190661,1,Lg Live Tree,NA,2012,NA,NA,23.61,NA,NA
1190661,1,Lg Dead Tree,NA,2012,NA,NA,0.51,NA,NA
1190661,1,Sm Live Tree,NA,2012,NA,NA,38.59,NA,NA
1190661,1,Sm Dead Tree,NA,2012,NA,NA,0.81,NA,NA
1190661,1,Lg Live Shrub,NA,2012,NA,NA,NA,NA,NA
1190661,1,Lg Dead Shrub,NA,2012,NA,NA,NA,NA,NA
1190661,1,Sm Shrub,NA,2012,NA,NA,NA,NA,NA
1190661,1,Herbs,NA,2012,NA,NA,NA,NA,NA
1190661,1,Bryophytes,NA,2012,NA,NA,NA,NA,NA
1190661,1,Fine WD,NA,2012,NA,NA,NA,NA,NA
1190661,1,Sm WD,NA,2012,NA,NA,0.91,NA,NA
1190661,1,Coarse WD,NA,2012,NA,NA,2.32,NA,NA
1190661,1,Round WD,NA,2012,NA,NA,2.32,NA,NA
1190661,1,Odd WD,NA,2012,NA,NA,0,NA,NA
1190661,1,Forest Floor 8mm,NA,2012,NA,NA,NA,NA,NA
1190661,1,For Floor Total,NA,2012,NA,NA,NA,NA,NA
1197546,0,Stump,NA,2014,NA,NA,NA,NA,NA
1197546,0,Sm Stump,NA,2014,NA,NA,NA,NA,NA
1197546,0,Lg Live Tree,NA,2014,NA,NA,137.77,NA,NA
1197546,0,Lg Dead Tree,NA,2014,NA,NA,11.12,NA,NA
1197546,0,Sm Live Tree,NA,2014,NA,NA,6.86,NA,NA
1197546,0,Sm Dead Tree,NA,2014,NA,NA,0,NA,NA
1197546,0,Lg Live Shrub,NA,2014,NA,NA,NA,NA,NA
1197546,0,Lg Dead Shrub,NA,2014,NA,NA,NA,NA,NA
1197546,0,Sm Shrub,NA,2014,NA,NA,NA,NA,NA
1197546,0,Herbs,NA,2014,NA,NA,NA,NA,NA
1197546,0,Bryophytes,NA,2014,NA,NA,NA,NA,NA
1197546,0,Fine WD,NA,2014,NA,NA,NA,NA,NA
1197546,0,Sm WD,NA,2014,NA,NA,2.92,NA,NA
1197546,0,Coarse WD,NA,2014,NA,NA,7.06,NA,NA
1197546,0,Round WD,NA,2014,NA,NA,7.06,NA,NA
1197546,0,Odd WD,NA,2014,NA,NA,0,NA,NA
1197546,0,Forest Floor 8mm,NA,2014,NA,NA,NA,NA,NA
1197546,0,For Floor Total,NA,2014,NA,NA,NA,NA,NA
1197561,0,Stump,NA,2007,NA,NA,NA,NA,NA
1197561,0,Sm Stump,NA,2007,NA,NA,NA,NA,NA
1197561,0,Lg Live Tree,NA,2007,NA,NA,130.32,NA,NA
1197561,0,Lg Dead Tree,NA,2007,NA,NA,3.89,NA,NA
1197561,0,Sm Live Tree,NA,2007,NA,NA,4.21,NA,NA
1197561,0,Sm Dead Tree,NA,2007,NA,NA,0.39,NA,NA
1197561,0,Lg Live Shrub,NA,2007,NA,NA,NA,NA,NA
1197561,0,Lg Dead Shrub,NA,2007,NA,NA,NA,NA,NA
1197561,0,Sm Shrub,NA,2007,NA,NA,NA,NA,NA
1197561,0,Herbs,NA,2007,NA,NA,NA,NA,NA
1197561,0,Bryophytes,NA,2007,NA,NA,NA,NA,NA
1197561,0,Fine WD,NA,2007,NA,NA,NA,NA,NA
1197561,0,Sm WD,NA,2007,NA,NA,3.38,NA,NA
1197561,0,Coarse WD,NA,2007,NA,NA,5.32,NA,NA
1197561,0,Round WD,NA,2007,NA,NA,5.32,NA,NA
1197561,0,Odd WD,NA,2007,NA,NA,0,NA,NA
1197561,0,Forest Floor 8mm,NA,2007,NA,NA,NA,NA,NA
1197561,0,For Floor Total,NA,2007,NA,NA,NA,NA,NA
1197591,0,Stump,NA,2004,2014,NA,NA,0.03,NA
1197591,0,Sm Stump,NA,2004,2014,NA,NA,0,NA
1197591,0,Lg Live Tree,NTZ,2004,2014,NA,25.68,0,NA
1197591,0,Lg Dead Tree,ZTN,2004,2014,NA,0,19.76,NA
1197591,0,Sm Live Tree,NTZ,2004,2014,NA,11.48,0,NA
1197591,0,Sm Dead Tree,NTN,2004,2014,NA,5.14,8.19,NA
1197591,0,Lg Live Shrub,NA,2004,2014,NA,NA,0.15,NA
1197591,0,Lg Dead Shrub,NA,2004,2014,NA,NA,0,NA
1197591,0,Sm Shrub,NTN,2004,2014,NA,2.85,2.57,NA
1197591,0,Herbs,NTN,2004,2014,NA,0.22,0.2,NA
1197591,0,Bryophytes,NTN,2004,2014,NA,1.52,0.28,NA
1197591,0,Fine WD,NTN,2004,2014,NA,1.84,0.09,NA
1197591,0,Sm WD,NTN,2004,2014,NA,0.69,0.43,NA
1197591,0,Coarse WD,ZTZ,2004,2014,NA,0,0,NA
1197591,0,Round WD,ZTZ,2004,2014,NA,0,0,NA
1197591,0,Odd WD,ZTZ,2004,2014,NA,0,0,NA
1197591,0,Forest Floor 8mm,NTN,2004,2014,NA,33.5,31.2,NA
1197591,0,For Floor Total,NA,2004,2014,NA,NA,32.1,NA
1204331,0,Stump,NA,2006,NA,NA,4.09,NA,NA
1204331,0,Sm Stump,NA,2006,NA,NA,NA,NA,NA
1204331,0,Lg Live Tree,NA,2006,NA,NA,81.18,NA,NA
1204331,0,Lg Dead Tree,NA,2006,NA,NA,16.74,NA,NA
1204331,0,Sm Live Tree,NA,2006,NA,NA,36.25,NA,NA
1204331,0,Sm Dead Tree,NA,2006,NA,NA,0.1,NA,NA
1204331,0,Lg Live Shrub,NA,2006,NA,NA,NA,NA,NA
1204331,0,Lg Dead Shrub,NA,2006,NA,NA,NA,NA,NA
1204331,0,Sm Shrub,NA,2006,NA,NA,2.11,NA,NA
1204331,0,Herbs,NA,2006,NA,NA,0,NA,NA
1204331,0,Bryophytes,NA,2006,NA,NA,0.65,NA,NA
1204331,0,Fine WD,NA,2006,NA,NA,1.06,NA,NA
1204331,0,Sm WD,NA,2006,NA,NA,3.85,NA,NA
1204331,0,Coarse WD,NA,2006,NA,NA,13.19,NA,NA
1204331,0,Round WD,NA,2006,NA,NA,12.91,NA,NA
1204331,0,Odd WD,NA,2006,NA,NA,0.28,NA,NA
1204331,0,Forest Floor 8mm,NA,2006,NA,NA,47,NA,NA
1204331,0,For Floor Total,NA,2006,NA,NA,NA,NA,NA
1204411,0,Stump,NA,2009,NA,NA,NA,NA,NA
1204411,0,Sm Stump,NA,2009,NA,NA,NA,NA,NA
1204411,0,Lg Live Tree,NA,2009,NA,NA,2.82,NA,NA
1204411,0,Lg Dead Tree,NA,2009,NA,NA,0,NA,NA
1204411,0,Sm Live Tree,NA,2009,NA,NA,13.39,NA,NA
1204411,0,Sm Dead Tree,NA,2009,NA,NA,1.77,NA,NA
1204411,0,Lg Live Shrub,NA,2009,NA,NA,NA,NA,NA
1204411,0,Lg Dead Shrub,NA,2009,NA,NA,NA,NA,NA
1204411,0,Sm Shrub,NA,2009,NA,NA,NA,NA,NA
1204411,0,Herbs,NA,2009,NA,NA,NA,NA,NA
1204411,0,Bryophytes,NA,2009,NA,NA,NA,NA,NA
1204411,0,Fine WD,NA,2009,NA,NA,NA,NA,NA
1204411,0,Sm WD,NA,2009,NA,NA,1.36,NA,NA
1204411,0,Coarse WD,NA,2009,NA,NA,0.61,NA,NA
1204411,0,Round WD,NA,2009,NA,NA,0.61,NA,NA
1204411,0,Odd WD,NA,2009,NA,NA,0,NA,NA
1204411,0,Forest Floor 8mm,NA,2009,NA,NA,NA,NA,NA
1204411,0,For Floor Total,NA,2009,NA,NA,NA,NA,NA
1204446,0,Stump,NA,2007,NA,NA,NA,NA,NA
1204446,0,Sm Stump,NA,2007,NA,NA,NA,NA,NA
1204446,0,Lg Live Tree,NA,2007,NA,NA,23.37,NA,NA
1204446,0,Lg Dead Tree,NA,2007,NA,NA,12.62,NA,NA
1204446,0,Sm Live Tree,NA,2007,NA,NA,12.98,NA,NA
1204446,0,Sm Dead Tree,NA,2007,NA,NA,0.68,NA,NA
1204446,0,Lg Live Shrub,NA,2007,NA,NA,NA,NA,NA
1204446,0,Lg Dead Shrub,NA,2007,NA,NA,NA,NA,NA
1204446,0,Sm Shrub,NA,2007,NA,NA,NA,NA,NA
1204446,0,Herbs,NA,2007,NA,NA,NA,NA,NA
1204446,0,Bryophytes,NA,2007,NA,NA,NA,NA,NA
1204446,0,Fine WD,NA,2007,NA,NA,NA,NA,NA
1204446,0,Sm WD,NA,2007,NA,NA,2.12,NA,NA
1204446,0,Coarse WD,NA,2007,NA,NA,3.48,NA,NA
1204446,0,Round WD,NA,2007,NA,NA,3.48,NA,NA
1204446,0,Odd WD,NA,2007,NA,NA,0,NA,NA
1204446,0,Forest Floor 8mm,NA,2007,NA,NA,NA,NA,NA
1204446,0,For Floor Total,NA,2007,NA,NA,NA,NA,NA
1211291,0,Stump,NA,2009,NA,NA,0.24,NA,NA
1211291,0,Sm Stump,NA,2009,NA,NA,NA,NA,NA
1211291,0,Lg Live Tree,NA,2009,NA,NA,184.58,NA,NA
1211291,0,Lg Dead Tree,NA,2009,NA,NA,6.96,NA,NA
1211291,0,Sm Live Tree,NA,2009,NA,NA,9.37,NA,NA
1211291,0,Sm Dead Tree,NA,2009,NA,NA,0.99,NA,NA
1211291,0,Lg Live Shrub,NA,2009,NA,NA,NA,NA,NA
1211291,0,Lg Dead Shrub,NA,2009,NA,NA,NA,NA,NA
1211291,0,Sm Shrub,NA,2009,NA,NA,NA,NA,NA
1211291,0,Herbs,NA,2009,NA,NA,NA,NA,NA
1211291,0,Bryophytes,NA,2009,NA,NA,NA,NA,NA
1211291,0,Fine WD,NA,2009,NA,NA,NA,NA,NA
1211291,0,Sm WD,NA,2009,NA,NA,2.12,NA,NA
1211291,0,Coarse WD,NA,2009,NA,NA,76.23,NA,NA
1211291,0,Round WD,NA,2009,NA,NA,76.23,NA,NA
1211291,0,Odd WD,NA,2009,NA,NA,0,NA,NA
1211291,0,Forest Floor 8mm,NA,2009,NA,NA,NA,NA,NA
1211291,0,For Floor Total,NA,2009,NA,NA,NA,NA,NA
1218186,0,Stump,NA,2012,NA,NA,NA,NA,NA
1218186,0,Sm Stump,NA,2012,NA,NA,NA,NA,NA
1218186,0,Lg Live Tree,NA,2012,NA,NA,8.9,NA,NA
1218186,0,Lg Dead Tree,NA,2012,NA,NA,5.46,NA,NA
1218186,0,Sm Live Tree,NA,2012,NA,NA,4.78,NA,NA
1218186,0,Sm Dead Tree,NA,2012,NA,NA,3.57,NA,NA
1218186,0,Lg Live Shrub,NA,2012,NA,NA,NA,NA,NA
1218186,0,Lg Dead Shrub,NA,2012,NA,NA,NA,NA,NA
1218186,0,Sm Shrub,NA,2012,NA,NA,NA,NA,NA
1218186,0,Herbs,NA,2012,NA,NA,NA,NA,NA
1218186,0,Bryophytes,NA,2012,NA,NA,NA,NA,NA
1218186,0,Fine WD,NA,2012,NA,NA,NA,NA,NA
1218186,0,Sm WD,NA,2012,NA,NA,8.2,NA,NA
1218186,0,Coarse WD,NA,2012,NA,NA,34.1,NA,NA
1218186,0,Round WD,NA,2012,NA,NA,34.1,NA,NA
1218186,0,Odd WD,NA,2012,NA,NA,0,NA,NA
1218186,0,Forest Floor 8mm,NA,2012,NA,NA,NA,NA,NA
1218186,0,For Floor Total,NA,2012,NA,NA,NA,NA,NA
1225056,0,Stump,NA,2007,NA,NA,NA,NA,NA
1225056,0,Sm Stump,NA,2007,NA,NA,NA,NA,NA
1225056,0,Lg Live Tree,NA,2007,NA,NA,0.79,NA,NA
1225056,0,Lg Dead Tree,NA,2007,NA,NA,3.31,NA,NA
1225056,0,Sm Live Tree,NA,2007,NA,NA,2.28,NA,NA
1225056,0,Sm Dead Tree,NA,2007,NA,NA,0.4,NA,NA
1225056,0,Lg Live Shrub,NA,2007,NA,NA,NA,NA,NA
1225056,0,Lg Dead Shrub,NA,2007,NA,NA,NA,NA,NA
1225056,0,Sm Shrub,NA,2007,NA,NA,NA,NA,NA
1225056,0,Herbs,NA,2007,NA,NA,NA,NA,NA
1225056,0,Bryophytes,NA,2007,NA,NA,NA,NA,NA
1225056,0,Fine WD,NA,2007,NA,NA,NA,NA,NA
1225056,0,Sm WD,NA,2007,NA,NA,4.43,NA,NA
1225056,0,Coarse WD,NA,2007,NA,NA,39.86,NA,NA
1225056,0,Round WD,NA,2007,NA,NA,39.86,NA,NA
1225056,0,Odd WD,NA,2007,NA,NA,0,NA,NA
1225056,0,Forest Floor 8mm,NA,2007,NA,NA,NA,NA,NA
1225056,0,For Floor Total,NA,2007,NA,NA,NA,NA,NA
1231971,0,Stump,NA,2013,NA,NA,0.05,NA,NA
1231971,0,Sm Stump,NA,2013,NA,NA,NA,NA,NA
1231971,0,Lg Live Tree,NA,2013,NA,NA,13.23,NA,NA
1231971,0,Lg Dead Tree,NA,2013,NA,NA,0,NA,NA
1231971,0,Sm Live Tree,NA,2013,NA,NA,14.24,NA,NA
1231971,0,Sm Dead Tree,NA,2013,NA,NA,0.19,NA,NA
1231971,0,Lg Live Shrub,NA,2013,NA,NA,NA,NA,NA
1231971,0,Lg Dead Shrub,NA,2013,NA,NA,NA,NA,NA
1231971,0,Sm Shrub,NA,2013,NA,NA,NA,NA,NA
1231971,0,Herbs,NA,2013,NA,NA,NA,NA,NA
1231971,0,Bryophytes,NA,2013,NA,NA,NA,NA,NA
1231971,0,Fine WD,NA,2013,NA,NA,NA,NA,NA
1231971,0,Sm WD,NA,2013,NA,NA,0.21,NA,NA
1231971,0,Coarse WD,NA,2013,NA,NA,0,NA,NA
1231971,0,Round WD,NA,2013,NA,NA,0,NA,NA
1231971,0,Odd WD,NA,2013,NA,NA,0,NA,NA
1231971,0,Forest Floor 8mm,NA,2013,NA,NA,NA,NA,NA
1231971,0,For Floor Total,NA,2013,NA,NA,NA,NA,NA
1238891,0,Stump,NTN,2004,2012,NA,0.23,0.07,NA
1238891,0,Sm Stump,NA,2004,2012,NA,NA,0,NA
1238891,0,Lg Live Tree,NTN,2004,2012,NA,21.99,31.39,NA
1238891,0,Lg Dead Tree,NTN,2004,2012,NA,3.82,1.78,NA
1238891,0,Sm Live Tree,NTN,2004,2012,NA,57.17,64.8,NA
1238891,0,Sm Dead Tree,NTN,2004,2012,NA,1.79,2.64,NA
1238891,0,Lg Live Shrub,NA,2004,2012,NA,NA,0,NA
1238891,0,Lg Dead Shrub,NA,2004,2012,NA,NA,0,NA
1238891,0,Sm Shrub,NTN,2004,2012,NA,2.79,1.94,NA
1238891,0,Herbs,ZTZ,2004,2012,NA,0,0,NA
1238891,0,Bryophytes,NTN,2004,2012,NA,2.01,2.59,NA
1238891,0,Fine WD,NTN,2004,2012,NA,0.33,0.25,NA
1238891,0,Sm WD,NTN,2004,2012,NA,0.73,2.76,NA
1238891,0,Coarse WD,NTZ,2004,2012,NA,0.71,0,NA
1238891,0,Round WD,ZTZ,2004,2012,NA,0,0,NA
1238891,0,Odd WD,NTZ,2004,2012,NA,0.71,0,NA
1238891,0,Forest Floor 8mm,NTN,2004,2012,NA,48.4,41.1,NA
1238891,0,For Floor Total,NA,2004,2012,NA,NA,52.2,NA
1245691,0,Stump,NA,2006,NA,NA,0.41,NA,NA
1245691,0,Sm Stump,NA,2006,NA,NA,NA,NA,NA
1245691,0,Lg Live Tree,NA,2006,NA,NA,192.04,NA,NA
1245691,0,Lg Dead Tree,NA,2006,NA,NA,3.74,NA,NA
1245691,0,Sm Live Tree,NA,2006,NA,NA,45.67,NA,NA
1245691,0,Sm Dead Tree,NA,2006,NA,NA,2.07,NA,NA
1245691,0,Lg Live Shrub,NA,2006,NA,NA,NA,NA,NA
1245691,0,Lg Dead Shrub,NA,2006,NA,NA,NA,NA,NA
1245691,0,Sm Shrub,NA,2006,NA,NA,0.72,NA,NA
1245691,0,Herbs,NA,2006,NA,NA,0.87,NA,NA
1245691,0,Bryophytes,NA,2006,NA,NA,0,NA,NA
1245691,0,Fine WD,NA,2006,NA,NA,0.63,NA,NA
1245691,0,Sm WD,NA,2006,NA,NA,6.02,NA,NA
1245691,0,Coarse WD,NA,2006,NA,NA,0,NA,NA
1245691,0,Round WD,NA,2006,NA,NA,0,NA,NA
1245691,0,Odd WD,NA,2006,NA,NA,0,NA,NA
1245691,0,Forest Floor 8mm,NA,2006,NA,NA,39,NA,NA
1245691,0,For Floor Total,NA,2006,NA,NA,NA,NA,NA
1245691,1,Stump,NA,2013,NA,NA,0.71,NA,NA
1245691,1,Sm Stump,NA,2013,NA,NA,NA,NA,NA
1245691,1,Lg Live Tree,NA,2013,NA,NA,190.35,NA,NA
1245691,1,Lg Dead Tree,NA,2013,NA,NA,13.63,NA,NA
1245691,1,Sm Live Tree,NA,2013,NA,NA,1.85,NA,NA
1245691,1,Sm Dead Tree,NA,2013,NA,NA,0,NA,NA
1245691,1,Lg Live Shrub,NA,2013,NA,NA,NA,NA,NA
1245691,1,Lg Dead Shrub,NA,2013,NA,NA,NA,NA,NA
1245691,1,Sm Shrub,NA,2013,NA,NA,NA,NA,NA
1245691,1,Herbs,NA,2013,NA,NA,NA,NA,NA
1245691,1,Bryophytes,NA,2013,NA,NA,NA,NA,NA
1245691,1,Fine WD,NA,2013,NA,NA,NA,NA,NA
1245691,1,Sm WD,NA,2013,NA,NA,6.8,NA,NA
1245691,1,Coarse WD,NA,2013,NA,NA,7.89,NA,NA
1245691,1,Round WD,NA,2013,NA,NA,7.89,NA,NA
1245691,1,Odd WD,NA,2013,NA,NA,0,NA,NA
1245691,1,Forest Floor 8mm,NA,2013,NA,NA,NA,NA,NA
1245691,1,For Floor Total,NA,2013,NA,NA,NA,NA,NA
1245706,0,Stump,NA,2009,NA,NA,0.24,NA,NA
1245706,0,Sm Stump,NA,2009,NA,NA,NA,NA,NA
1245706,0,Lg Live Tree,NA,2009,NA,NA,3.48,NA,NA
1245706,0,Lg Dead Tree,NA,2009,NA,NA,11.84,NA,NA
1245706,0,Sm Live Tree,NA,2009,NA,NA,20.85,NA,NA
1245706,0,Sm Dead Tree,NA,2009,NA,NA,0.09,NA,NA
1245706,0,Lg Live Shrub,NA,2009,NA,NA,NA,NA,NA
1245706,0,Lg Dead Shrub,NA,2009,NA,NA,NA,NA,NA
1245706,0,Sm Shrub,NA,2009,NA,NA,NA,NA,NA
1245706,0,Herbs,NA,2009,NA,NA,NA,NA,NA
1245706,0,Bryophytes,NA,2009,NA,NA,NA,NA,NA
1245706,0,Fine WD,NA,2009,NA,NA,NA,NA,NA
1245706,0,Sm WD,NA,2009,NA,NA,8.72,NA,NA
1245706,0,Coarse WD,NA,2009,NA,NA,36.21,NA,NA
1245706,0,Round WD,NA,2009,NA,NA,36.21,NA,NA
1245706,0,Odd WD,NA,2009,NA,NA,0,NA,NA
1245706,0,Forest Floor 8mm,NA,2009,NA,NA,NA,NA,NA
1245706,0,For Floor Total,NA,2009,NA,NA,NA,NA,NA
1252651,0,Stump,NTN,2004,2014,NA,2.24,1.76,NA
1252651,0,Sm Stump,NA,2004,2014,NA,NA,0,NA
1252651,0,Lg Live Tree,ZTZ,2004,2014,NA,0,0,NA
1252651,0,Lg Dead Tree,ZTZ,2004,2014,NA,0,0,NA
1252651,0,Sm Live Tree,NTN,2004,2014,NA,7.01,26.77,NA
1252651,0,Sm Dead Tree,ZTN,2004,2014,NA,0,0.11,NA
1252651,0,Lg Live Shrub,NA,2004,2014,NA,NA,0,NA
1252651,0,Lg Dead Shrub,NA,2004,2014,NA,NA,0,NA
1252651,0,Sm Shrub,NTZ,2004,2014,NA,0.63,0,NA
1252651,0,Herbs,NTN,2004,2014,NA,0.03,0.07,NA
1252651,0,Bryophytes,NTN,2004,2014,NA,0.05,0.12,NA
1252651,0,Fine WD,NTN,2004,2014,NA,0.75,0.53,NA
1252651,0,Sm WD,NTN,2004,2014,NA,21.79,7.53,NA
1252651,0,Coarse WD,NTN,2004,2014,NA,14.44,6.33,NA
1252651,0,Round WD,NTN,2004,2014,NA,10.46,6.23,NA
1252651,0,Odd WD,NTN,2004,2014,NA,3.98,0.1,NA
1252651,0,Forest Floor 8mm,NTN,2004,2014,NA,2.9,4.2,NA
1252651,0,For Floor Total,NA,2004,2014,NA,NA,5.5,NA
1259476,0,Stump,NA,2006,NA,NA,7.65,NA,NA
1259476,0,Sm Stump,NA,2006,NA,NA,NA,NA,NA
1259476,0,Lg Live Tree,NA,2006,NA,NA,0.53,NA,NA
1259476,0,Lg Dead Tree,NA,2006,NA,NA,19.65,NA,NA
1259476,0,Sm Live Tree,NA,2006,NA,NA,36.28,NA,NA
1259476,0,Sm Dead Tree,NA,2006,NA,NA,0.03,NA,NA
1259476,0,Lg Live Shrub,NA,2006,NA,NA,NA,NA,NA
1259476,0,Lg Dead Shrub,NA,2006,NA,NA,NA,NA,NA
1259476,0,Sm Shrub,NA,2006,NA,NA,1.62,NA,NA
1259476,0,Herbs,NA,2006,NA,NA,0.28,NA,NA
1259476,0,Bryophytes,NA,2006,NA,NA,0,NA,NA
1259476,0,Fine WD,NA,2006,NA,NA,0.31,NA,NA
1259476,0,Sm WD,NA,2006,NA,NA,3.83,NA,NA
1259476,0,Coarse WD,NA,2006,NA,NA,5.3,NA,NA
1259476,0,Round WD,NA,2006,NA,NA,5.3,NA,NA
1259476,0,Odd WD,NA,2006,NA,NA,0,NA,NA
1259476,0,Forest Floor 8mm,NA,2006,NA,NA,42.3,NA,NA
1259476,0,For Floor Total,NA,2006,NA,NA,NA,NA,NA
1259476,1,Stump,NA,2007,NA,NA,NA,NA,NA
1259476,1,Sm Stump,NA,2007,NA,NA,NA,NA,NA
1259476,1,Lg Live Tree,NA,2007,NA,NA,1.43,NA,NA
1259476,1,Lg Dead Tree,NA,2007,NA,NA,15.67,NA,NA
1259476,1,Sm Live Tree,NA,2007,NA,NA,8.46,NA,NA
1259476,1,Sm Dead Tree,NA,2007,NA,NA,0,NA,NA
1259476,1,Lg Live Shrub,NA,2007,NA,NA,NA,NA,NA
1259476,1,Lg Dead Shrub,NA,2007,NA,NA,NA,NA,NA
1259476,1,Sm Shrub,NA,2007,NA,NA,NA,NA,NA
1259476,1,Herbs,NA,2007,NA,NA,NA,NA,NA
1259476,1,Bryophytes,NA,2007,NA,NA,NA,NA,NA
1259476,1,Fine WD,NA,2007,NA,NA,NA,NA,NA
1259476,1,Sm WD,NA,2007,NA,NA,2.22,NA,NA
1259476,1,Coarse WD,NA,2007,NA,NA,37.75,NA,NA
1259476,1,Round WD,NA,2007,NA,NA,37.75,NA,NA
1259476,1,Odd WD,NA,2007,NA,NA,0,NA,NA
1259476,1,Forest Floor 8mm,NA,2007,NA,NA,NA,NA,NA
1259476,1,For Floor Total,NA,2007,NA,NA,NA,NA,NA
1266321,0,Stump,NA,2006,NA,NA,0.07,NA,NA
1266321,0,Sm Stump,NA,2006,NA,NA,NA,NA,NA
1266321,0,Lg Live Tree,NA,2006,NA,NA,100.07,NA,NA
1266321,0,Lg Dead Tree,NA,2006,NA,NA,2.19,NA,NA
1266321,0,Sm Live Tree,NA,2006,NA,NA,3.27,NA,NA
1266321,0,Sm Dead Tree,NA,2006,NA,NA,5.34,NA,NA
1266321,0,Lg Live Shrub,NA,2006,NA,NA,NA,NA,NA
1266321,0,Lg Dead Shrub,NA,2006,NA,NA,NA,NA,NA
1266321,0,Sm Shrub,NA,2006,NA,NA,0.27,NA,NA
1266321,0,Herbs,NA,2006,NA,NA,0.57,NA,NA
1266321,0,Bryophytes,NA,2006,NA,NA,0,NA,NA
1266321,0,Fine WD,NA,2006,NA,NA,0.28,NA,NA
1266321,0,Sm WD,NA,2006,NA,NA,2.45,NA,NA
1266321,0,Coarse WD,NA,2006,NA,NA,8.19,NA,NA
1266321,0,Round WD,NA,2006,NA,NA,8.19,NA,NA
1266321,0,Odd WD,NA,2006,NA,NA,0,NA,NA
1266321,0,Forest Floor 8mm,NA,2006,NA,NA,56.1,NA,NA
1266321,0,For Floor Total,NA,2006,NA,NA,NA,NA,NA
1266321,1,Stump,NA,2014,NA,NA,NA,NA,NA
1266321,1,Sm Stump,NA,2014,NA,NA,NA,NA,NA
1266321,1,Lg Live Tree,NA,2014,NA,NA,41.87,NA,NA
1266321,1,Lg Dead Tree,NA,2014,NA,NA,0,NA,NA
1266321,1,Sm Live Tree,NA,2014,NA,NA,9.53,NA,NA
1266321,1,Sm Dead Tree,NA,2014,NA,NA,0.06,NA,NA
1266321,1,Lg Live Shrub,NA,2014,NA,NA,NA,NA,NA
1266321,1,Lg Dead Shrub,NA,2014,NA,NA,NA,NA,NA
1266321,1,Sm Shrub,NA,2014,NA,NA,NA,NA,NA
1266321,1,Herbs,NA,2014,NA,NA,NA,NA,NA
1266321,1,Bryophytes,NA,2014,NA,NA,NA,NA,NA
1266321,1,Fine WD,NA,2014,NA,NA,NA,NA,NA
1266321,1,Sm WD,NA,2014,NA,NA,5.5,NA,NA
1266321,1,Coarse WD,NA,2014,NA,NA,4.45,NA,NA
1266321,1,Round WD,NA,2014,NA,NA,4.45,NA,NA
1266321,1,Odd WD,NA,2014,NA,NA,0,NA,NA
