nfi_plot,loc_id,meas_date,meas_num,plot_completion,incomp_reason,province,ecozone,prov_eco_type,prov_eco_ref,utm_n,utm_e,utm_zone,slope,aspect,elevation,land_base,land_cover,land_pos,plotvol_falllive,veg_type,density_cl,stand_stru,succ_stage,wetland_class,user_info,ec_region,ec_district,plotvol_standlive,plotvol_standdead,plotvol_smtr_live,plotvol_smtr_dead,grossvol_incr,grossvol_mai,plotvol_stump,plotbio_stump,plotbio_smstump,plotbio_lgtr_live,plotbio_lgtr_dead,plotbio_smtr_live,plotbio_smtr_dead,plotbio_lgshrub_live,plotbio_lgshrub_dead,plotvol_oddwd,plotbio_smshrub,plotbio_herb,plotbio_bryo,plotbio_fwd,plotvol_swd,plotbio_swd,plotvol_cwd,plotbio_cwd,plotvol_roundwd,plotbio_roundwd,plotbio_oddwd,sample_depth_min,sample_depth_org,cc_for_floor_8mm,cc_for_floor_total,cc_min0_15,cc_min15_35,cc_min35_55,cc_organic0_15_8mm,cc_organic0_15_total,cc_organic15_35_8mm,cc_organic15_35_total,cc_organic35_55_8mm,cc_organic35_55_total,avg_org_carb,avg_bulk_density_org
1011706,0,2015-AUG-24,1,F,NA,NT,4,,-1,6864640,575141,11,5,37,205,V,T,U,0.00,TM,OP,MULT,MS,N,,,,28.51,9.81,2.12,0.00,,0.70,,,0.00,16.93,5.21,1.80,0.00,4.12,0.92,16.63,0.00,0.48,0.02,0.80,10.68,3.11,34.69,10.78,18.06,5.94,4.84,15.0,,19.2,19.5,14.2,,,,,,,,,314.85,0.20
1012486,0,1998-AUG-27,0,N,NR,QC,6,,-1,5390312,357629,19,22,31,420,V,T,U,0.00,TB,OP,SNGL,MS,U,QC_MRNF-PSPConverted,-1,-1,39.91,0.00,,,,0.83,,,,28.88,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012486,1,2014-AUG-27,0,F,NA,QC,6,(FO) (SAB) (PLS) (MS22),15,5390894,362229,19,25,340,580,V,T,U,0.00,TC,DE,COMP,LS,N,L'ORIGINE PREMI�RE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE DATANT DE +/- 1950. LE FEU DE 1926 AYANT INCENDI� LE SECTEUR N'A PAS TOUCH� LA PLACETTE.,,,240.72,34.40,26.02,3.82,,3.06,3.20,0.48,1.06,132.81,15.46,19.54,2.73,0.00,0.00,0.00,0.03,0.00,0.19,2.61,9.07,3.14,113.26,28.88,113.26,28.88,0.00,54.0,,66.7,82.7,102.9,120.8,46.8,,,,,,,314.75,0.15
1012491,0,2006-AUG-13,0,N,NR,QC,6,,-1,5376492,375991,19,12,210,420,V,T,U,0.00,TB,DE,SNGL,MS,U,EstablishedorRemeasuredPlotin2006,101,421,70.20,1.00,52.39,2.17,,2.03,2.58,0.34,,53.87,0.72,48.22,1.92,,,11.54,0.58,0.11,0.10,0.90,13.15,3.51,103.82,19.46,92.28,16.10,3.36,50.0,,28.2,29.4,24.0,55.7,28.5,,,,,,,422.88,0.10
1012491,0,2014-SEP-26,1,F,NA,QC,6,(FO) (BOP-ERR-EPN) (CLB) (MS11),10,5376492,375989,19,16,213,424,V,T,U,0.00,TB,DE,SNGL,MS,N,PLACETTE SITU�E DANS LE PARC NATIONAL DES MONTS-VALIN. L'ORIGINE PREMI�RE DU COUVERT (VEG_ORI) EST ISSUE D'UN BRULIS TOTAL (FEU) DATANT DE 1963.,,,113.23,2.72,58.24,15.06,,2.70,0.58,0.11,0.08,81.22,1.84,49.36,12.18,0.18,0.27,0.00,0.10,0.14,0.28,1.11,6.85,2.46,42.44,9.48,42.44,9.48,0.00,55.0,,42.4,54.2,48.3,55.9,10.9,,,,,,,397.53,0.11
1012511,0,2003-SEP-15,0,N,NR,QC,6,,-1,5315576,427624,19,8,-1,190,V,T,U,0.00,TB,OP,SNGL,TS,U,QC_MRNF-PSPConverted,-1,-1,105.73,4.61,,,,1.38,,,,63.19,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012511,1,2015-JUN-20,0,F,NA,QC,6,(AF) (ERR-SAB) (CLB) (MS60),10,5318838,430985,19,14,303,280,V,T,U,0.00,TM,DE,SNGL,ES,N,L'ORIGINE PRINCIPALE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE R�PERTORI�E DATANT DE 2001 ET RECOUVRANT 70% DE LA PLACETTE. PAR LA SUITE IL Y EU UN D�PRESSAGE (TREAT_TYPE = JS) DE LA R�G�N�RATION R�SINEUSE R�PERTORI� DATANT DE 2006. QUANT �,,,98.70,2.51,5.75,0.09,,6.75,3.88,1.17,0.47,72.97,1.62,5.37,0.07,0.00,0.00,0.00,1.42,0.20,0.04,0.60,7.04,4.06,4.94,2.45,4.94,2.45,0.00,40.0,,59.4,61.7,31.0,48.6,4.7,,,,,,,482.70,0.12
1012526,0,2006-JUL-12,0,N,NR,QC,7,,-1,5274058,472233,19,1,999,425,V,T,U,0.00,TC,DE,SNGL,TS,U,EstablishedorRemeasuredPlotin2006,117,479,258.92,7.14,1.00,0.00,,3.37,7.45,2.79,,152.98,3.47,1.51,0.00,,,0.00,3.15,0.37,0.73,0.34,18.22,9.65,49.67,21.91,49.67,21.91,0.00,,,76.0,81.0,,,,,,,,,,434.62,0.07
1012526,1,2015-AUG-15,0,F,NA,QC,7,(MU) (ND) (AUR-SPS) (RC38),11,5275617,472164,19,1,999,399,V,N,W,5.69,BM,CL,NA,ES,S,L'ORIGINE PRINCIPALE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE R�PERTORI�E DATANT DE 2001 ET RECOUVRANT 75% DE LA PLACETTE. QUANT � ELLE L'ORIGINE PREMI�RE DU COUVERT ISSUE D'UN BRULIS TOTAL (FEU) R�PERTORI� DATANT DE 1923 EST CELLE O� LES V,,,71.40,3.96,1.58,0.00,,,33.26,10.49,0.30,37.10,1.93,2.25,0.00,0.68,0.00,0.00,1.60,0.49,1.23,1.72,3.15,0.99,15.82,4.56,15.82,4.56,0.00,,55.0,,,,,,43.2,60.7,,,,,476.69,0.02
1012656,0,2003-OCT-10,0,N,NR,NS,7,,-1,4897903,347682,20,3,315,300,V,T,U,0.00,TC,DE,SNGL,TS,U,,124,514,250.16,19.03,19.93,0.00,,4.02,4.26,1.24,,128.81,9.53,11.81,0.00,,,0.00,0.51,0.00,6.60,1.40,17.53,5.54,8.43,2.21,8.43,2.21,0.00,43.0,,37.9,49.6,22.0,24.6,1.7,,,,,,,521.84,0.08
1012656,0,2013-NOV-14,1,N,NR,NS,7,7;750;IMHO,1,4897903,347682,20,3,315,300,V,T,U,0.00,TC,DE,SNGL,TS,U,,,,39.11,0.00,4.68,0.00,,,3.70,1.50,0.00,18.47,0.00,4.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.05,10.79,26.68,10.25,26.68,10.25,0.00,15.0,,28.0,31.2,16.9,,,,,,,,,464.03,0.09
1018501,0,2003-AUG-26,0,N,NR,NT,4,,-1,6878996,551582,10,1,999,126,V,T,W,0.00,TC,SP,COMP,LS,U,,64,239,3.19,1.21,0.96,0.00,,0.08,,,,2.56,0.79,1.25,0.00,,,0.00,1.66,0.42,0.68,1.94,4.44,1.47,1.83,0.49,1.83,0.49,0.00,,,86.3,,,,,,,,,,,431.00,0.06
1018501,0,2016-AUG-17,1,F,NA,NT,4,SOUTH MACKENZIE PLAINS (MB),-1,6878975,551662,10,1,999,126,V,T,W,0.00,TC,SP,COMP,LS,N,,,,7.76,0.00,8.95,0.00,,0.11,,,0.00,6.48,0.00,8.67,0.00,5.78,5.88,0.00,1.00,0.12,0.42,2.34,6.66,2.92,0.00,0.00,0.00,0.00,0.00,15.0,,88.7,91.8,55.8,,,,,,,,,424.65,0.09
1018511,0,2004-JUL-14,0,N,NR,NT,4,,-1,6877368,591264,10,2,999,197,V,T,W,0.00,TC,OP,SNGL,TS,U,,63,236,65.77,3.56,6.08,1.37,,0.66,0.34,0.10,,40.67,2.37,7.03,1.30,,,0.00,,,,,26.05,10.79,26.48,8.67,26.48,8.67,0.00,,35.0,,,,,,132.3,,17.5,,,,429.39,0.11
1018511,0,2016-AUG-18,1,F,NA,NT,4,SOUTH MACKENZIE PLAIN (MB),-1,6877368,591246,10,2,999,197,V,T,W,0.00,TC,OP,SNGL,TS,N,,,,71.38,1.21,5.57,0.66,,0.61,,,0.00,44.14,0.76,6.53,0.60,0.15,0.00,0.00,0.67,0.23,1.93,0.84,13.70,5.30,28.33,8.19,28.33,8.19,0.00,,39.5,,,,,,37.7,40.4,118.7,125.6,19.4,19.5,444.99,0.10
1018521,0,2003-AUG-29,0,N,NR,NT,4,,-1,6875776,630915,10,1,999,428,V,T,U,0.00,TC,OP,MULT,LS,U,,63,236,46.99,3.06,15.19,0.88,,0.46,1.48,0.49,,31.50,2.03,15.79,0.74,,,0.00,11.21,0.07,1.72,0.79,37.46,10.90,16.91,4.20,16.91,4.20,0.00,35.0,,78.6,,21.0,18.2,,,,,,,,521.00,0.07
1018521,0,2016-AUG-19,1,F,NA,NT,4,SOUTH MACKENZIE PLAIN (MB),-1,6875773,630930,10,1,999,428,V,T,U,0.00,TC,OP,MULT,LS,N,,,,42.88,4.93,16.45,2.42,,0.39,3.26,1.20,0.00,28.46,3.05,15.72,1.97,0.54,1.37,0.00,1.80,0.18,1.87,0.98,15.18,6.29,12.73,5.05,12.73,5.05,0.00,55.0,,140.1,146.8,32.8,22.4,23.0,,,,,,,498.75,0.10
1018531,0,2003-AUG-28,0,N,NR,NT,4,,-1,6872987,356022,11,0,999,750,V,T,U,0.00,TC,SP,SNGL,ES,U,,63,237,0.00,12.05,0.00,10.68,,,,,,0.00,7.14,0.00,9.66,,,0.00,1.58,0.39,1.07,0.80,8.33,3.45,21.09,8.50,21.09,8.50,0.00,55.0,,86.7,,19.5,26.5,40.3,,,,,,,536.50,0.06
1018531,0,2016-AUG-20,1,F,NA,NT,4,HORN PLATEAU (LS),-1,6873056,355982,11,0,999,751,V,T,U,0.00,TC,SP,SNGL,ES,N,,,,0.00,8.09,0.04,4.80,,,,,0.00,0.00,3.88,0.08,4.49,2.98,0.00,0.00,4.16,0.54,0.88,0.35,4.44,1.84,8.33,2.57,8.33,2.57,0.00,15.0,,115.4,118.4,17.7,,,,,,,,,457.65,0.09
1018546,0,2003-AUG-24,0,N,NR,NT,4,,-1,6865234,415079,11,4,345,254,V,T,U,0.00,TC,SP,SNGL,MS,U,,63,236,3.46,0.00,14.37,1.05,,0.14,,,,2.80,0.00,16.08,1.01,,,0.00,3.04,0.06,0.02,1.13,82.74,30.69,47.43,17.12,47.43,17.12,0.00,55.0,,,,74.1,89.2,102.6,,,,,,,369.75,
1018546,0,2009-JUL-27,1,F,NA,NT,4,-1,-1,6865192,415091,11,4,345,254,V,T,U,0.00,TC,SP,SNGL,MS,N,,,,13.62,0.00,25.72,0.00,,0.45,,,,9.48,0.00,21.65,0.00,0.00,0.00,0.00,1.46,0.53,,2.75,78.42,30.27,47.21,17.68,47.21,17.68,0.00,,,3.9,4.2,,,,,,,,,,417.55,0.09
1018566,0,2003-AUG-23,0,N,NR,NT,4,,-1,6855018,493843,11,1,999,201,V,T,U,0.00,TC,OP,COMP,TS,U,,60,232,1.10,0.00,10.56,0.00,,0.01,0.60,0.17,,0.87,0.00,12.20,0.00,,,0.00,1.87,0.23,1.51,,24.69,7.18,10.27,3.10,10.27,3.10,0.00,35.0,,29.9,,25.9,80.1,,,,,,,,421.50,0.10
1018566,0,2009-JUL-27,1,F,NA,NT,4,-1,-1,6855004,493862,11,1,999,201,V,T,U,0.00,TC,OP,COMP,TS,N,No new disturbance since 2003 establishment,,,1.64,0.00,13.83,0.00,,0.02,0.84,0.25,,1.27,0.00,15.42,0.00,0.00,0.00,0.00,0.99,0.52,1.34,0.79,17.04,5.62,2.96,0.79,2.96,0.79,0.00,,,39.3,44.5,,,,,,,,,,317.55,0.18
1019266,0,2006-AUG-03,0,N,NR,QC,6,,-1,5647992,492384,18,5,-1,396,V,T,U,0.00,TB,DE,SNGL,ES,U,EstablishedorRemeasuredPlotin2006,100,428,0.00,0.00,0.07,0.00,,,7.05,1.71,,0.00,0.00,0.20,0.01,,,0.63,8.40,0.00,1.26,1.10,18.22,5.21,7.38,2.29,6.75,2.11,0.18,35.0,,104.0,107.3,16.3,36.4,,,,,,,,505.16,0.08
1019266,0,2014-OCT-11,1,F,NA,QC,6,(AF) (EPN) (KAA-LEG) (RE24),20,5647992,492383,18,6,244,390,V,T,U,0.00,TC,DE,COMP,ES,N,L'ORIGINE PREMI�RE DU COUVERT (VEG_ORI) EST ISSUE D'UN BRULIS TOTAL (FEU) DATANT DE 1996. LE P�DON N'A PAS �T� REMESUR�... MANQUE DE TEMPS ET MAUVAISE CONDITION M�T�O. ACC�S � LA PLACETTE EN H�LICOPT�RE.,,,0.00,0.00,0.59,0.00,,0.00,2.02,0.63,0.81,0.00,0.00,1.03,0.00,0.00,0.00,0.00,7.06,0.00,1.68,1.80,4.44,2.11,1.86,0.83,1.86,0.83,0.00,35.0,,152.1,156.2,9.8,31.3,,,,,,,,429.43,0.12
1019286,0,2006-AUG-01,0,N,NR,QC,6,,-1,5594952,552208,18,6,203,450,V,T,U,0.00,TC,DE,SNGL,MS,U,EstablishedorRemeasuredPlotin2006,100,428,43.21,3.42,5.87,0.00,,0.38,7.53,3.39,,30.72,2.09,7.72,0.00,,,0.00,2.33,0.55,3.10,0.21,0.25,0.13,10.70,5.64,10.70,5.64,0.00,52.0,,103.6,110.3,10.4,22.5,1.4,,,,,,,406.65,0.08
1019286,0,2013-OCT-16,1,F,NA,QC,6,(FO) (EPN) (PLS- SPS) (RE24),20,5594960,552202,18,10,198,447,V,T,U,0.00,TC,DE,COMP,OG,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE PAR UN PREMIER BRULIS DATANT DE +/- 1865 ET UN SECOND BRULIS DATANT DE 1940 QUI S'EST PROPAG� SUR LA PARTIE M�SIQUE DE LA PLACETTE. 40% DE LA PLACETTE EST DANS UNE TOURBI�RE MIN�ROTROPHE � MARES (FEN).,,,43.70,6.15,2.62,0.00,,0.33,2.76,1.35,0.04,29.10,3.74,4.96,0.00,0.00,0.00,0.00,3.06,0.20,2.18,0.53,0.49,0.26,7.98,4.23,7.98,4.23,0.00,55.0,,69.6,78.9,27.5,35.2,3.8,,,,,,,467.23,0.04
1019326,0,1992-JUL-17,0,N,NR,QC,6,,-1,5484087,664405,18,10,146,305,V,T,U,21.71,TB,OP,SNGL,OG,U,QC_MRNF-PSPConverted,-1,-1,249.58,14.59,,,,2.86,,,,174.22,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019326,1,2014-SEP-27,0,F,NA,QC,6,(FO) (SAB-BOP) (ERE) (MS22),20,5488831,671642,18,12,201,437,V,T,U,0.00,TM,DE,SNGL,OG,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UN PROCESSUS DE SUCCESSION SECONDAIRE. LE FEU DE 1915 AYANT INCENDI� LE SECTEUR NE SEMBLE QU'�TRE REST� DANS LE BAS DU VERSANT ET NE PAS AVOIR TOUCH� LA PLACETTE. CE BRULIS TOTAL (FEU) EST � L'ORIGINE DES P,,,215.71,140.88,5.12,0.74,,4.01,,,0.56,135.99,76.24,3.84,0.44,0.00,0.00,0.00,1.39,0.05,0.28,2.51,25.92,9.61,54.32,14.37,54.32,14.37,0.00,55.0,,27.8,42.6,33.1,30.0,7.3,,,,,,,333.83,0.13
1019386,0,2006-AUG-06,0,N,NR,QC,6,,-1,5318988,404346,19,60,254,690,V,T,U,0.00,TC,DE,MULT,TS,U,EstablishedorRemeasuredPlotin2006,99,418,63.81,2.16,27.73,2.07,,0.54,7.20,1.44,,47.70,1.42,32.49,1.58,,,0.00,2.66,0.00,0.60,0.78,15.81,3.52,26.19,7.55,26.19,7.55,0.00,,,96.6,103.2,,,,,,,,,,338.34,0.16
1019386,1,2015-JUN-19,0,F,NA,QC,6,(FO) (SAB) (HYS) (MS20),15,5319504,402838,19,24,81,604,V,T,U,0.00,TC,DE,SNGL,MS,N,L'ORIGINE PRINCIPALE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE R�PERTORI�E DATANT DE 1982. PAR LA SUITE IL Y EU UNE �CLAIRCIE PR�COMMERCIALE (TREAT_TYPE = PT) R�PERTORI�E DATANT DE 2000. PR�ALABLEMENT � L'ORIGINE DU PEUPLEMENT COUP� POUR R�C,,,77.00,0.00,14.97,0.26,,2.48,5.46,1.10,0.16,48.90,0.00,10.33,0.29,0.00,0.00,0.00,1.53,0.04,0.08,0.86,23.63,5.10,5.48,1.69,5.48,1.69,0.00,55.0,,30.9,32.3,41.5,49.7,30.3,,,,,,,457.83,0.11
1019481,0,2003-NOV-19,0,N,NR,NB,7,CONTINENTALLOWLANDS-MAGAGUADAVICECODISTRICT,58,5045938,662647,19,0,999,121,V,T,U,0.00,TC,OP,SNGL,MS,U,,121,497,63.24,0.00,13.91,0.00,,1.09,1.82,0.52,,40.43,0.00,14.25,0.00,,,2.78,0.95,1.03,5.55,0.18,3.95,1.06,8.50,2.46,5.72,1.89,0.57,46.0,,61.9,78.3,28.6,25.7,4.7,,,,,,,459.36,0.08
1019481,0,2013-OCT-10,1,F,NA,NB,7,5813,1,5045937,662647,19,0,999,121,V,T,U,0.00,TC,OP,SNGL,MS,N,,,,128.99,2.59,12.87,1.69,,1.99,3.78,0.75,0.00,74.09,1.69,11.97,1.19,0.03,0.00,0.00,0.89,0.04,3.02,0.45,7.29,2.30,12.28,4.47,12.28,4.47,0.00,15.0,18.3,74.4,78.3,39.4,,,18.3,18.5,14.7,14.7,,,485.47,0.08
1025351,0,2004-JUL-13,0,N,NR,NT,4,,-1,6864263,431738,10,20,312,700,V,T,U,0.54,TC,OP,SNGL,TS,U,,62,235,39.22,0.00,11.88,0.36,,0.30,,,,27.56,0.00,13.33,0.38,,,0.00,,0.20,5.13,1.77,1.23,0.49,0.00,0.00,0.00,0.00,0.00,55.0,,54.4,,45.0,48.0,30.0,,,,,,,420.38,0.06
1025351,0,2018-AUG-17,1,F,NA,NT,4,TAIGA PLAINS,-1,6864263,431738,10,15,312,690,V,T,U,0.00,TC,OP,SNGL,TS,N,1880 est based on tree ages on site,,,31.25,10.33,20.47,0.00,,0.32,,,0.00,21.53,6.14,22.25,0.00,0.83,0.00,0.00,2.08,0.32,9.36,0.36,0.25,0.12,5.93,2.77,5.93,2.77,0.00,15.0,,68.1,69.1,44.5,,,,,,,,,429.58,0.06
1025376,0,2003-AUG-27,0,N,NR,NT,4,,-1,6859990,530921,10,6,350,690,V,T,W,0.00,TC,SP,MULT,OG,U,,62,235,0.00,0.00,9.96,0.00,,,,,,0.00,0.00,13.04,0.00,,,0.00,5.31,0.02,1.26,2.17,7.16,2.96,0.00,0.00,0.00,0.00,0.00,,8.8,,,,,,15.4,,,,,,536.75,0.03
1025376,0,2016-AUG-19,1,F,NA,NT,4,SIBBISTON UPLAND (HB),-1,6859959,530930,10,6,350,690,V,T,W,0.00,TC,SP,MULT,OG,N,,,,0.68,0.00,17.43,0.25,,0.01,,,1.68,0.51,0.00,20.36,0.38,2.74,0.42,0.00,1.67,0.74,0.69,1.79,9.62,3.28,0.00,0.00,0.00,0.00,0.00,,37.2,,,,,,51.1,51.9,151.6,152.3,27.5,27.5,378.31,0.26
1025421,0,2003-AUG-25,0,N,NR,NT,4,,-1,6848118,392812,11,1,999,240,V,T,U,0.00,TB,DE,SNGL,MS,U,,64,241,0.00,0.00,23.85,0.28,,,,,,0.00,0.00,24.98,0.30,,,0.00,4.68,0.02,0.02,5.21,35.45,11.70,22.77,6.37,22.77,6.37,0.00,55.0,,6.3,,26.8,45.2,74.3,,,,,,,493.75,0.04
1025421,0,2016-AUG-23,1,F,NA,NT,4,GREAT SLAVE LAKE LOWLAND (MB),-1,6848097,392818,11,1,999,240,V,T,U,0.00,TB,DE,SNGL,MS,N,,,,10.71,0.00,38.77,1.42,,0.27,,,0.00,6.45,0.00,31.57,1.20,0.04,0.00,0.00,1.60,0.11,0.77,2.27,22.05,7.66,9.22,1.90,9.22,1.90,0.00,15.0,,34.6,37.2,24.6,,,,,,,,,368.40,0.14
1025501,0,2003-AUG-19,0,N,NR,NT,9,,-1,6803477,387357,12,2,999,159,V,T,U,0.00,TC,OP,COMP,LS,U,,136,574,14.55,0.00,25.53,0.00,,0.21,,,,12.06,0.00,39.94,0.00,,,0.00,0.91,0.20,0.52,2.19,9.32,3.46,10.68,3.11,10.68,3.11,0.00,55.0,,47.8,,60.5,58.3,52.4,,,,,,,441.00,0.09
1025501,0,2009-JUL-23,1,F,NA,NT,9,-1,-1,6803472,387371,12,2,999,159,V,T,U,0.00,TC,OP,COMP,LS,N,,,,19.89,0.00,8.58,0.00,,0.33,,,,13.54,0.00,8.83,0.00,2.58,0.83,0.00,0.27,0.28,0.77,3.11,33.23,10.96,6.69,1.22,6.69,1.22,0.00,,,62.5,67.1,,,,,,,,,,344.43,0.19
1026191,0,1992-JUL-15,0,N,NR,QC,6,,-1,5515318,610463,18,3,232,423,V,T,U,0.00,TC,OP,SNGL,LS,U,QC_MRNF-PSPConverted,-1,-1,99.87,2.06,,,,1.46,,,,67.70,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026191,1,2014-OCT-12,0,F,NA,QC,6,(FO) (EPN) (KAA) (RE24),20,5513718,613624,18,4,284,461,V,T,U,0.00,TC,DE,SNGL,TS,N,L'ORIGINE PREMI�RE DU COUVERT (VEG_ORI) EST ISSUE D'UN BRULIS TOTAL (FEU) DATANT DE +/- 1930.,,,114.00,15.54,6.75,3.74,,1.60,0.28,0.10,0.09,71.73,9.28,8.26,2.84,0.00,0.00,0.00,3.80,0.01,1.74,1.58,4.38,1.36,3.18,0.99,3.18,0.99,0.00,35.0,,51.9,52.8,30.7,15.2,,,,,,,,374.95,0.11
1032241,0,2004-JUL-14,0,N,NR,NT,4,,-1,6842690,470551,10,16,154,245,V,T,U,0.00,TC,OP,SNGL,TS,U,,62,235,321.64,3.99,6.95,0.37,,3.70,,,,172.55,2.45,7.11,0.43,,,0.00,1.27,0.06,0.37,,14.25,3.70,0.00,0.00,0.00,0.00,0.00,46.5,,63.6,,51.3,41.9,30.7,,,,,,,372.30,0.11
1032241,0,2018-AUG-18,1,F,NA,NT,4,TAIGA PLAINS,-1,6842690,470551,10,15,153,256,V,T,U,0.00,TC,OP,SNGL,TS,N,,,,370.87,6.88,6.39,2.37,,,,,0.00,190.91,4.00,4.99,1.99,0.25,0.00,0.00,0.11,0.15,2.75,0.98,20.00,8.71,16.54,4.33,16.54,4.33,0.00,15.0,,60.0,68.0,61.0,,,,,,,,,336.88,0.14
1032286,0,2003-AUG-28,0,N,NR,NT,4,,-1,6835295,649192,10,0,999,217,V,T,W,0.00,TC,SP,COMP,TS,U,,64,241,14.32,1.85,0.00,0.00,,0.19,,,,9.98,1.19,0.00,0.00,,,0.00,2.13,0.17,8.14,0.32,1.48,0.49,8.30,3.11,8.30,3.11,0.00,,7.0,,,,,,18.5,,,,,,561.25,0.05
1032286,0,2016-AUG-20,1,F,NA,NT,4,SOUTH MACKENZIE PLAINS (MB),-1,6835295,649192,10,0,999,217,V,N,U,0.00,HE,OP,NA,ES,N,,,,0.00,15.59,0.00,0.02,,,0.78,0.27,0.00,0.00,10.39,0.00,0.03,0.00,0.00,0.00,1.12,0.06,0.03,0.10,2.90,0.99,2.91,1.20,2.91,1.20,0.00,,55.0,,,,,,38.3,38.5,76.4,76.4,114.4,114.7,509.19,0.08
1032316,0,2004-JUL-17,0,N,NR,NT,4,,-1,6820710,449345,11,1,999,148,V,T,U,0.00,TB,DE,SNGL,LS,U,,64,242,166.12,0.00,7.64,6.47,,3.02,,,,88.73,0.00,8.40,6.15,,,0.00,2.21,0.01,,,4.93,1.53,0.00,0.00,0.00,0.00,0.00,54.0,,24.4,,43.9,48.7,56.1,,,,,,,379.80,0.08
1032316,0,2015-AUG-23,1,F,NA,NT,4,,-1,6820721,448839,11,1,999,148,V,T,U,0.00,TB,DE,SNGL,LS,N,,,,212.31,21.32,1.03,6.61,,3.49,,,0.00,111.07,10.99,0.87,4.70,3.74,1.96,0.00,0.46,0.01,0.01,1.68,11.05,2.72,0.00,0.00,0.00,0.00,0.00,15.0,,31.4,33.1,47.6,,,,,,,,,465.88,0.09
1032381,0,2003-AUG-19,0,N,NR,NT,9,,-1,6784050,383104,12,2,999,160,V,T,U,0.00,TB,OP,SNGL,TS,U,,136,574,6.61,0.35,0.00,0.00,,0.12,,,,4.25,0.25,0.00,0.00,,,0.00,0.03,1.61,,0.39,9.81,3.10,21.74,7.06,21.74,7.06,0.00,55.0,,4.6,,90.3,58.0,49.9,,,,,,,420.25,0.04
1032381,0,2015-AUG-17,1,F,NA,NT,9,,-1,6784050,383104,12,2,999,160,V,T,U,0.00,TB,SP,MULT,TS,F,,,,20.13,0.41,0.00,0.00,,0.30,,,0.00,13.43,0.33,0.00,0.00,0.00,0.00,14.50,0.24,0.78,0.13,0.88,3.21,0.93,21.66,6.77,7.16,2.55,4.22,15.0,,9.9,10.7,52.2,,,,,,,,,300.55,0.08
1033091,0,1992-JUL-11,0,N,NR,QC,6,,-1,5444696,662975,18,17,294,225,V,T,U,0.00,TC,SP,SNGL,ES,U,QC_MRNF-PSPConverted,-1,-1,0.00,0.00,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033091,1,2014-AUG-30,0,F,NA,QC,6,(FC) (SAB-EPN-BOP) (X01-AUR-PLS) (MS24),14,5445749,660009,18,4,125,281,V,T,U,0.00,TC,OP,COMP,LS,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UN PROCESSUS DE SUCCESSION SECONDAIRE. LE FEU DE 1962 AYANT INCENDI� LE SECTEUR N'EST REST� QUE DANS LE HAUT DU VERSANT ET N'A PAS TOUCH� LA PLACETTE. CE BRULIS TOTAL (FEU) EST � L'ORIGINE DES TREMBLAIES DE,,,77.19,64.71,9.36,0.00,,1.40,0.96,0.22,0.03,47.57,34.21,7.42,0.00,0.00,0.00,0.00,0.03,0.13,0.79,15.07,26.55,9.86,107.34,27.41,107.34,27.41,0.00,52.0,,31.4,39.7,59.5,42.1,8.7,,,,,,,421.23,0.07
1033171,0,2006-JUL-06,0,N,NR,QC,7,,-1,5220202,445347,19,2,999,430,V,T,U,0.00,TC,DE,COMP,LS,U,EstablishedorRemeasuredPlotin2006,117,482,33.68,9.00,21.44,0.10,,0.59,0.68,0.18,,22.91,5.12,20.86,0.12,,,0.00,1.45,0.50,0.48,0.57,0.25,0.08,7.07,2.17,7.07,2.17,0.00,,15.0,,,,,,29.3,43.4,,,,,149.30,0.14
1033171,1,2017-JUN-17,0,F,NA,QC,7,(FO) (EPB) (AUR) (MS16),11,5220080,442693,19,7,289,436,V,T,W,0.00,TM,DE,MULT,MS,S,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UNE PLANTATION DE PICEA GLAUCA R�PERTORI�E DATANT DE 1995. PAR LA SUITE IL Y EU UNE �CLAIRCIE PR�COMMERCIALE (TREAT_TYPE = PT) R�PERTORI�E DATANT DE 2010. �GALEMENT PLACETTE PRODUITE SUR DEUX JOURS. PRODUC,,,56.87,0.00,2.53,0.01,,2.37,6.34,2.09,0.23,37.63,0.00,2.84,0.01,2.02,0.09,0.00,0.16,0.13,0.06,1.89,6.66,2.20,0.00,0.00,0.00,0.00,0.00,15.0,,104.0,105.8,23.9,,,,,,,,,335.78,0.13
